"","_id","iid","sv","sd","vtyp","sno","sna","sip","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","nbcnt","bemp","act"
"388","400","861","1","20150826192743","1","1224","金城立體停車場","","42","0","土城區","20151012003939","24.984102","121.458595","金城路2段266號","Tucheng Dist.","Jincheng Parking Lot","No.266, Sec. 2, Jincheng Rd.","0","0","0"
"389","388","848","1","20150812114018","1","1211","溪墘公園","","36","0","蘆洲區","20151012003930","25.079969","121.476205","信義路73巷2號對面公園人行道","Luzhou Dist.","Si Cian Park","No.2, Ln. 73, Xinyi Rd.(oppsite)","0","0","0"
"390","389","849","1","20150812114319","1","1212","育德國小","","34","0","樹林區","20151012003939","24.970656","121.392602","育德街13號對面人行道","Shulin Dist.","Yude Elementary School","No.13, Yude St.(oppsite)","0","0","0"
"391","390","850","1","20150812114411","1","1213","彭福國小","","40","0","樹林區","20151012003936","24.980335","121.423104","國凱街130號對面","Shulin Dist.","Pengfu Elementary School","No.130, Guokai St.(oppsite)","0","0","0"
"392","391","851","1","20150812114500","1","1214","民享藝文特區","","36","0","中和區","20151012003919","25.003435","121.475345","民治街120號對面人行道","Zhonghe Dist.","Minxiang Art Zone","No.120, Minzhi St.(oppsite)","0","0","0"
"393","392","852","1","20150812114632","1","1215","億光電子(樹林高中)","","40","0","樹林區","20151012003937","24.983567","121.423601","中華路 / 樹中二街口(學校側門對面人行道)","Shulin Dist.","Everlight Electronics Co.,Ltd (Shulin Senior High School)","Zhonghua Rd./Shuzhong 2nd St.(oppsite)","0","0","0"
"394","393","853","1","20150819092828","1","1216","捷運永寧站(2號出口)","","44","0","土城區","20151012003933","24.965783","121.436227","承天路11號對面","Tucheng Dist.","MRT Yungning Sta.(EXIT 2)","No.11, Chengtian Rd.(oppsite)","0","0","0"
"395","394","855","1","20150819093007","1","1218","長壽親子公園","","38","21","樹林區","20151012003926","24.991853","121.421371","樹德街35號對面(公園內縮空間)","Shulin Dist.","Changshou Parent-child Park","No.35, Shude St.(oppsite)","0","17","0"
"396","395","856","1","20150819093059","1","1219","新市國小","","36","15","淡水區","20151012003926","25.185313","121.444332","中山北路二段189巷2號對面人行道(新市國小)","Tamsui Dist.","Xinshi Elementary School","No.2, Ln. 189, Sec. 2, Zhongshan N. Rd.(oppsite)","0","21","0"
"397","396","857","1","20150819093229","1","1220","新北市立圖書館鶯歌分館","","36","25","鶯歌區","20151012003927","24.957195","121.349704","中山路150號(圖書館內停車場)","Yingge Dist.","New Taipei City Library Yingge Branch","No.150, Zhongshan Rd.","0","11","0"
"398","397","858","1","20150819095058","1","1221","德音國小","","36","0","五股區","20151012003933","25.071515","121.435670","明德路2號(德音國小成泰路路側人行道)","Wugu Dist.","Teyin Elementery School","No.2, Mingde Rd.(oppsite)","0","0","0"
"399","398","859","1","20150819095138","1","1222","中山北新春街口","","40","17","淡水區","20151012003927","25.180345","121.444742","中山北路一段/新春街(東南側)(公園籃球場前人行道)","Tamsui Dist.","Zhongshan North & Xinchun Intersection","Sec. 1, Zhongshan N. Rd./Xinchun St.","0","22","0"
"400","399","860","1","20150826192633","1","1223","正德國中","","44","0","淡水區","20151012003933","25.178512","121.447874","北新路116號對面人行道(正德國中)","Tamsui Dist.","Zhengde Junior High School","No.116, Beixin Rd.(oppsite)","0","0","0"
"401","401","864","1","20150826193035","1","1227","光興國小","","36","6","三重區","20151012003949","25.060339","121.500103","光興街/文化南路口(西南側)(光興街路側)","Sanchong Dist.","Guangxing Elementary School","Guangxing St./Wenhua S. Rd.","0","29","0"
"402","402","866","1","20150826193210","1","1229","景安板南路口","","30","17","中和區","20151012003959","24.992249","121.504443","景安路與板南路口(西南側三角公園)","Zhonghe Dist.","Jing’an / Bannan Intersection","Jing’an Rd./Bannan Rd.","0","13","0"
"403","403","867","1","20150826193300","1","1230","新月橋","","50","16","新莊區","20151012003959","25.032300","121.450011","瓊林路1號旁(碧江公園旁)","Xinzhuang Dist.","Crescent Bridge","No.1, Qionglin Rd.","0","33","0"
"404","404","868","1","20150915162909","1","1231","修德國小","","42","24","三重區","20151012004000","25.065295","121.490450","民生街74號對面人行道","Sanchong Dist.","Sioude Elementary School","No.74, Minsheng St.(oppsite)","0","18","0"
"405","405","871","1","20150915163304","1","1234","鴨母港抽水站","","40","30","蘆洲區","20151012003937","25.082935","121.456728","永安南路二段334號(對面人行道)","Luzhou Dist.","Yamugang Pumping Station","No.334, Sec. 2, Yong’an S. Rd.","0","10","1"
"406","406","872","1","20150915163412","1","1235","捷運淡水站","","106","42","淡水區","20151012003940","25.168826","121.444183","淡水區公明街73巷6號前(淡水老街廣場)","Tamsui Dist.","MRT Tamsui Station","No.6, Ln. 73, Gongming St.","0","61","1"
"407","407","874","1","20151005170521","1","1236","安成安德街口","","36","10","新店區","20151012003919","24.961147","121.509988","安成街26號至36號對面","Xindian Dist.","Ancheng & Ande Intersection","No.26 ~ No.36, Ancheng St.(oppsite)","0","25","1"
"408","408","876","1","20151005171136","1","1238","捷運竹圍站","","46","24","淡水區","20151012003923","25.137658","121.460112","民權路105號-115號前人行道","Tamsui Dist.","MRT Zhuwei Station","No.105 ~ No.115, Minquan Rd.","0","20","1"
